CD_ENTIDADE,NM_ENTIDADE,TP_ENTIDADE,DC_TIPO_ENTIDADE,TX_ACERTO,DC_HABILIDADE,CD_HABILIDADE,VL_FILTRO_DISCIPLINA,VL_FILTRO_ETAPA,VL_FILTRO_REDE,VL_FILTRO_AVALIACAO,DC_FILTRO_AVALIACAO,NM_REGIONAL
00001,MARACANAU,02,REGIONAL,96,Identificar figuras tridimensionais por meio de suas características.,H 05 (D141_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),MARACANAU
00008,BATURITE,02,REGIONAL,30,Identificar um sistema de equações do 1º grau que expressa um problema.,H 13 (D121_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),BATURITE
00008,BATURITE,02,REGIONAL,32,Calcular o valor numérico de uma expressão algébrica.,H 10 (D120_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00001,MARACANAU,02,REGIONAL,66,Reconhecer os elementos que compõem uma narrativa e o conflito gerador.,H 07 (D030_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00004,CAMOCIM,02,REGIONAL,28,"Utilizar números racionais, envolvendo diferentes significados das operações, na resolução de problema.",H 05 (D040_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00006,SOBRAL,02,REGIONAL,64,Utilizar o princípio multiplicativo de contagem na resolução de problema.,H 07 (D047_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),SOBRAL
00008,BATURITE,02,REGIONAL,55,Resolver problema utilizando a escrita decimal de cédulas e moedas do sistema monetário brasileiro.,H 09 (D043_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,PÚBLICA,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),BATURITE
00001,MARACANAU,02,REGIONAL,79,Localizar informação explícita.,H 04 (D021_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00003,ACARAU,02,REGIONAL,30,Corresponder o horário de início e de término com o intervalo de duração de um evento ou acontecimento.,H 17 (D180_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,PÚBLICA,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),ACARAU
00001,MARACANAU,02,REGIONAL,49,Reconhecer o efeito de sentido decorrente da escolha de uma determinada palavra ou expressão.,H 14 (D053_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),MARACANAU
00001,MARACANAU,02,REGIONAL,69,Reconhecer efeito de humor ou de ironia em um texto.,H 07 (D024_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00003,ACARAU,02,REGIONAL,69,"Utilizar números naturais, envolvendo diferentes significados das operações de multiplicação e divisão, na resolução de problemas.",H 05 (D032_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,PÚBLICA,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),ACARAU
00004,CAMOCIM,02,REGIONAL,59,Reconhecer o sentido das relações lógico-discursivas em um texto.,H 08 (D039_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,PÚBLICA,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),CAMOCIM
00003,ACARAU,02,REGIONAL,75,Identificar composições ou decomposições de números naturais.,H 05 (D010_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),ACARAU
00003,ACARAU,02,REGIONAL,0,Reconhecer os elementos que compõem uma narrativa e o conflito gerador.,H 10 (D030_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,ESTADUAL,18621,1º AVALIE.CE 2024,
00008,BATURITE,02,REGIONAL,-,"Associar a representação algébrica de uma equação linear de 1º grau, com duas incógnitas, à sua representação gráfica.",H 03 (D014_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),BATURITE
00007,CANINDE,02,REGIONAL,60,Localizar informação explícita.,H 09 (D021_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO,PÚBLICA,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),CANINDE
00007,CANINDE,02,REGIONAL,8,Identificar simetrias ou eixos de simetria em figuras geométricas planas.,H 18 (D218_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,ESTADUAL,18621,1º AVALIE.CE 2024,
00001,MARACANAU,02,REGIONAL,27,"Associar a representação algébrica de uma equação linear de 1º grau, com duas incógnitas, à sua representação gráfica.",H 03 (D014_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,PÚBLICA,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),MARACANAU
00007,CANINDE,02,REGIONAL,62,Localizar informação explícita.,H 03 (D021_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00002,ITAPIPOCA,02,REGIONAL,44,"Identificar uma sequência crescente ou decrescente, dentre uma coleção de sequências de números racionais.",H 02 (D006_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,PÚBLICA,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),ITAPIPOCA
00006,SOBRAL,02,REGIONAL,64,Utilizar as relações entre as medidas dos ângulos formados entre uma reta transversal e um feixe de retas paralelas para se obter a medida de um ângulo especificado.,H 13 (D157_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00003,ACARAU,02,REGIONAL,57,Reconhecer o efeito de sentido decorrente da exploração de recursos morfossintáticos.,H 15 (D054_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00007,CANINDE,02,REGIONAL,49,Reconhecer fração como representação associada a diferentes significados.,H 05 (D013_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,PÚBLICA,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),CANINDE
00007,CANINDE,02,REGIONAL,77,Reconhecer os elementos que compõem uma narrativa e o conflito gerador.,H 08 (D030_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,PÚBLICA,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),CANINDE
00002,ITAPIPOCA,02,REGIONAL,20,Identificar simetrias ou eixos de simetria em figuras geométricas planas.,H 18 (D218_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,ESTADUAL,18621,1º AVALIE.CE 2024,
00008,BATURITE,02,REGIONAL,-,Representar um número em notação científica.,H 02 (D012_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),BATURITE
00008,BATURITE,02,REGIONAL,15,Utilizar sistema de equações polinomiais de 1º grau na resolução de problema.,H 09 (D087_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,ESTADUAL,18621,1º AVALIE.CE 2024,
00008,BATURITE,02,REGIONAL,27,Calcular o valor numérico de uma expressão algébrica.,H 12 (D120_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,PÚBLICA,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),BATURITE
00005,TIANGUA,02,REGIONAL,59,Distinguir um fato da opinião.,H 12 (D038_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),TIANGUA
00001,MARACANAU,02,REGIONAL,34,Associar informações apresentadas em listas e/ou tabelas simples aos gráficos que as representam e vice-versa.,H 23 (D217_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,ESTADUAL,18621,1º AVALIE.CE 2024,
00007,CANINDE,02,REGIONAL,46,Corresponder números racionais a pontos da reta numérica.,H 02 (D015_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,ESTADUAL,18621,1º AVALIE.CE 2024,
00008,BATURITE,02,REGIONAL,70,"Utilizar números naturais, envolvendo diferentes significados das operações de adição e subtração, na resolução de problemas.",H 04 (D031_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00005,TIANGUA,02,REGIONAL,36,Corresponder números inteiros a pontos da reta numérica.,H 03 (D016_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,ESTADUAL,18621,1º AVALIE.CE 2024,
00001,MARACANAU,02,REGIONAL,66,Executar multiplicação ou divisão com números naturais.,H 06 (D027_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,PÚBLICA,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),MARACANAU
00008,BATURITE,02,REGIONAL,48,Executar cálculos com números naturais.,H 04 (D025_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00007,CANINDE,02,REGIONAL,54,Utilizar informações apresentadas em tabelas ou gráficos na resolução de problemas.,H 17 (D201_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00002,ITAPIPOCA,02,REGIONAL,23,Utilizar área de figuras bidimensionais na resolução de problema.,H 18 (D186_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),ITAPIPOCA
00005,TIANGUA,02,REGIONAL,78,Corresponder figuras tridimensionais às suas planificações.,H 07 (D145_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00003,ACARAU,02,REGIONAL,73,Corresponder números naturais a pontos da reta numérica.,H 07 (D051_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00002,ITAPIPOCA,02,REGIONAL,60,Interpretar textos que articulam elementos verbais e não verbais.,H 12 (D057_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,ESTADUAL,18621,1º AVALIE.CE 2024,
00002,ITAPIPOCA,02,REGIONAL,0,Utilizar porcentagem na resolução de problemas.,H 04 (D045_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,ESTADUAL,18621,1º AVALIE.CE 2024,
00008,BATURITE,02,REGIONAL,35,Utilizar proporcionalidade entre duas grandezas na resolução de problema.,H 07 (D075_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00004,CAMOCIM,02,REGIONAL,49,Reconhecer horas em relógios digitais e/ou analógicos.,H 11 (D209_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00005,TIANGUA,02,REGIONAL,31,Corresponder diferentes representações de um número racional.,H 01 (D005_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),TIANGUA
00003,ACARAU,02,REGIONAL,50,Interpretar textos que articulam elementos verbais e não verbais.,H 12 (D057_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),ACARAU
00007,CANINDE,02,REGIONAL,28,Reconhecer os elementos que compõem uma narrativa e o conflito gerador.,H 10 (D030_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,ESTADUAL,18621,1º AVALIE.CE 2024,
00001,MARACANAU,02,REGIONAL,78,Identificar e registrar regularidades em sequências numéricas.,H 08 (D129_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00008,BATURITE,02,REGIONAL,70,Reconhecer o efeito de sentido decorrente da escolha de uma determinada palavra ou expressão.,H 14 (D053_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),BATURITE
00002,ITAPIPOCA,02,REGIONAL,56,Localizar informação explícita.,H 04 (D021_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,ESTADUAL,18621,1º AVALIE.CE 2024,
00002,ITAPIPOCA,02,REGIONAL,23,Utilizar área de figuras bidimensionais na resolução de problema.,H 18 (D186_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,PÚBLICA,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),ITAPIPOCA
00001,MARACANAU,02,REGIONAL,41,Utilizar o cálculo do valor numérico de expressões algébricas na resolução de problemas.,H 11 (D118_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,PÚBLICA,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),MARACANAU
00001,MARACANAU,02,REGIONAL,46,"Resolver problema com números naturais, envolvendo diferentes significados das operações (adição, subtração, multiplicação, divisão, potenciação).",H 06 (D053_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00006,SOBRAL,02,REGIONAL,76,Reconhecer o assunto de um texto lido.,H 11 (D028_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO,PÚBLICA,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),SOBRAL
00001,MARACANAU,02,REGIONAL,34,Comparar e ordenar números inteiros.,H 01 (D004_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00005,TIANGUA,02,REGIONAL,48,Utilizar medidas de tendência central na resolução de problemas.,H 22 (D207_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),TIANGUA
00006,SOBRAL,02,REGIONAL,53,Corresponder números racionais a pontos da reta numérica.,H 02 (D015_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,ESTADUAL,18621,1º AVALIE.CE 2024,
00008,BATURITE,02,REGIONAL,74,Reconhecer o assunto de um texto lido.,H 07 (D028_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00001,MARACANAU,02,REGIONAL,50,Inferir informações em textos.,H 05 (D023_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,ESTADUAL,18621,1º AVALIE.CE 2024,
00008,BATURITE,02,REGIONAL,56,Reconhecer o assunto de um texto lido.,H 07 (D028_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,PÚBLICA,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),BATURITE
00004,CAMOCIM,02,REGIONAL,66,"Utilizar números naturais, envolvendo diferentes significados das operações de multiplicação e divisão, na resolução de problemas.",H 05 (D032_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),CAMOCIM
00002,ITAPIPOCA,02,REGIONAL,66,Reconhecer os elementos que compõem uma narrativa e o conflito gerador.,H 07 (D030_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00007,CANINDE,02,REGIONAL,72,Identificar números naturais segundo critérios de ordem.,H 01 (D003_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO,PÚBLICA,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),CANINDE
00002,ITAPIPOCA,02,REGIONAL,68,"Reconhecer as relações entre partes de um texto, identificando os recursos coesivos que contribuem para a sua continuidade.",H 09 (D037_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),ITAPIPOCA
00001,MARACANAU,02,REGIONAL,77,Reconhecer o assunto de um texto lido.,H 09 (D028_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,PÚBLICA,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),MARACANAU
00002,ITAPIPOCA,02,REGIONAL,42,"Utilizar conversão entre unidades de medida, na resolução de problema.",H 16 (D181_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),ITAPIPOCA
00008,BATURITE,02,REGIONAL,57,Inferir o sentido de palavra ou expressão a partir do contexto.,H 03 (D022_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,PÚBLICA,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),BATURITE
00005,TIANGUA,02,REGIONAL,35,"Executar cálculos entre números representados em forma de potência, com expoentes inteiros, expressando o resultado em notação científica.",H 01 (D011_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,PÚBLICA,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),TIANGUA
00007,CANINDE,02,REGIONAL,4,"Utilizar conversão entre unidades de medida, na resolução de problema.",H 13 (D181_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,ESTADUAL,18621,1º AVALIE.CE 2024,
00001,MARACANAU,02,REGIONAL,24,Identificar expressão algébrica que modela uma sequência numérica.,H 12 (D079_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00005,TIANGUA,02,REGIONAL,26,Inferir informações em textos.,H 10 (D023_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),TIANGUA
00003,ACARAU,02,REGIONAL,55,"Utilizar números naturais, envolvendo diferentes significados das operações de multiplicação e divisão, na resolução de problemas.",H 08 (D032_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,PÚBLICA,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),ACARAU
00003,ACARAU,02,REGIONAL,74,Distinguir um fato da opinião.,H 12 (D038_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00008,BATURITE,02,REGIONAL,44,Utilizar equação polinomial de 1º grau na resolução de problema.,H 08 (D083_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00006,SOBRAL,02,REGIONAL,91,Identificar informações a partir de dados dispostos em tabelas ou gráficos.,H 07 (D200_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO,PÚBLICA,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),SOBRAL
00001,MARACANAU,02,REGIONAL,39,Reconhecer horas em relógios digitais e/ou analógicos.,H 11 (D209_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00005,TIANGUA,02,REGIONAL,63,"Reconhecer as relações entre partes de um texto, identificando os recursos coesivos que contribuem para a sua continuidade.",H 11 (D037_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),TIANGUA
00001,MARACANAU,02,REGIONAL,40,Utilizar proporcionalidade entre duas grandezas na resolução de problema.,H 07 (D075_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),MARACANAU
00003,ACARAU,02,REGIONAL,100,"Identificar o dia da semana de uma data, consultando calendário.",H 11 (D216_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO,ESTADUAL,18621,1º AVALIE.CE 2024,
00008,BATURITE,02,REGIONAL,62,Reconhecer o sentido das relações lógico-discursivas em um texto.,H 13 (D039_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),BATURITE
00006,SOBRAL,02,REGIONAL,83,Reconhecer o assunto de um texto lido.,H 09 (D028_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,PÚBLICA,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),SOBRAL
00001,MARACANAU,02,REGIONAL,28,"Utilizar conversão entre unidades de medida, na resolução de problema.",H 13 (D181_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00008,BATURITE,02,REGIONAL,94,Identificar informações a partir de dados dispostos em tabelas ou gráficos.,H 07 (D200_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),BATURITE
00005,TIANGUA,02,REGIONAL,68,Corresponder números naturais à sua escrita por extenso.,H 01 (D001_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,ESTADUAL,18621,1º AVALIE.CE 2024,
00008,BATURITE,02,REGIONAL,70,Reconhecer o efeito de sentido decorrente da exploração de recursos morfossintáticos.,H 15 (D054_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),BATURITE
00001,MARACANAU,02,REGIONAL,49,Distinguir ideias centrais de secundárias ou tópicos e subtópicos em um dado gênero textual.,H 05 (D027_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,PÚBLICA,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),MARACANAU
00002,ITAPIPOCA,02,REGIONAL,50,Utilizar área de figuras bidimensionais na resolução de problema.,H 14 (D186_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00006,SOBRAL,02,REGIONAL,66,Identificar marcas linguísticas em um texto.,H 14 (D044_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00006,SOBRAL,02,REGIONAL,89,Utilizar as relações entre as medidas dos ângulos formados entre uma reta transversal e um feixe de retas paralelas para se obter a medida de um ângulo especificado.,H 13 (D157_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,ESTADUAL,18621,1º AVALIE.CE 2024,
00008,BATURITE,02,REGIONAL,50,Reconhecer formas de tratar uma informação na comparação de textos que tratam do mesmo tema.,H 02 (D019_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),BATURITE
00008,BATURITE,02,REGIONAL,58,Reconhecer os elementos que compõem uma narrativa e o conflito gerador.,H 08 (D030_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),BATURITE
00001,MARACANAU,02,REGIONAL,29,"Identificar as relações inversas entre as operações de adição, subtração, multiplicação e divisão.",H 02 (D008_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),MARACANAU
00003,ACARAU,02,REGIONAL,52,Reconhecer efeitos de sentido decorrentes do uso ou função da pontuação e de outras notações.,H 06 (D025_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),ACARAU
00005,TIANGUA,02,REGIONAL,59,Inferir o sentido de palavra ou expressão a partir do contexto.,H 03 (D022_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,PÚBLICA,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),TIANGUA
00003,ACARAU,02,REGIONAL,17,Inferir informações em textos.,H 05 (D023_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,ESTADUAL,18621,1º AVALIE.CE 2024,
00001,MARACANAU,02,REGIONAL,50,Reconhecer características do sistema de numeração decimal.,H 02 (D009_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00008,BATURITE,02,REGIONAL,20,"Reconhecer ângulos como mudança de direção ou giros, identificando ângulos retos e não-retos.",H 19 (D192_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,ESTADUAL,18621,1º AVALIE.CE 2024,
00002,ITAPIPOCA,02,REGIONAL,57,Identificar informações a partir de dados dispostos em tabelas ou gráficos.,H 14 (D200_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),ITAPIPOCA
00007,CANINDE,02,REGIONAL,70,Reconhecer formas de tratar uma informação na comparação de textos que tratam do mesmo tema.,H 02 (D019_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00007,CANINDE,02,REGIONAL,68,Corresponder cédulas e/ou moedas do sistema monetário brasileiro.,H 12 (D212_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00001,MARACANAU,02,REGIONAL,38,Distinguir ideias centrais de secundárias ou tópicos e subtópicos em um dado gênero textual.,H 07 (D027_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,PÚBLICA,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),MARACANAU
00004,CAMOCIM,02,REGIONAL,75,Inferir informações em textos.,H 03 (D023_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),CAMOCIM
00008,BATURITE,02,REGIONAL,39,Utilizar equação polinomial de 1º grau na resolução de problema.,H 09 (D083_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),BATURITE
