CD_ENTIDADE,NM_ENTIDADE,TP_ENTIDADE,DC_TIPO_ENTIDADE,TX_ACERTO,DC_HABILIDADE,CD_HABILIDADE,VL_FILTRO_DISCIPLINA,VL_FILTRO_ETAPA,VL_FILTRO_REDE,VL_FILTRO_AVALIACAO,DC_FILTRO_AVALIACAO,NM_REGIONAL
00001,MARACANAU,02,REGIONAL,45,Utilizar as relações entre as medidas dos ângulos formados entre uma reta transversal e um feixe de retas paralelas para se obter a medida de um ângulo especificado.,H 13 (D157_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,PÚBLICA,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),MARACANAU
00006,SOBRAL,02,REGIONAL,51,Reconhecer fração como representação associada a diferentes significados.,H 01 (D013_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00005,TIANGUA,02,REGIONAL,67,Identificar e registrar regularidades em sequências numéricas.,H 08 (D129_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,ESTADUAL,18621,1º AVALIE.CE 2024,
00004,CAMOCIM,02,REGIONAL,42,"Executar cálculos entre números representados em forma de potência, com expoentes inteiros, expressando o resultado em notação científica.",H 01 (D011_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,PÚBLICA,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),CAMOCIM
00003,ACARAU,02,REGIONAL,46,"Utilizar números inteiros, envolvendo diferentes significados das operações, na resolução de problemas.",H 06 (D041_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00002,ITAPIPOCA,02,REGIONAL,64,Identificar composições ou decomposições de números naturais.,H 04 (D010_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),ITAPIPOCA
00002,ITAPIPOCA,02,REGIONAL,34,"Reconhecer figuras obtidas por composições de transformações geométricas (translação, reflexão e rotação).",H 04 (D017_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,PÚBLICA,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),ITAPIPOCA
00003,ACARAU,02,REGIONAL,77,Identificar composições ou decomposições de números naturais.,H 05 (D010_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,PÚBLICA,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),ACARAU
00001,MARACANAU,02,REGIONAL,85,Interpretar textos que articulam elementos verbais e não verbais.,H 13 (D057_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,PÚBLICA,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),MARACANAU
00003,ACARAU,02,REGIONAL,63,Reconhecer o efeito de sentido decorrente da escolha de uma determinada palavra ou expressão.,H 11 (D053_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),ACARAU
00006,SOBRAL,02,REGIONAL,83,Identificar um sistema de equações do 1º grau que expressa um problema.,H 11 (D121_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,ESTADUAL,18621,1º AVALIE.CE 2024,
00007,CANINDE,02,REGIONAL,69,Corresponder cédulas e/ou moedas do sistema monetário brasileiro.,H 12 (D212_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00001,MARACANAU,02,REGIONAL,40,Reconhecer características do sistema de numeração decimal.,H 03 (D009_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),MARACANAU
00004,CAMOCIM,02,REGIONAL,71,Corresponder números naturais a pontos da reta numérica.,H 07 (D051_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00001,MARACANAU,02,REGIONAL,45,Reconhecer o assunto de um texto lido.,H 07 (D028_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),MARACANAU
00004,CAMOCIM,02,REGIONAL,59,Reconhecer recursos estilísticos utilizados na construção de textos.,H 12 (D043_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,PÚBLICA,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),CAMOCIM
00002,ITAPIPOCA,02,REGIONAL,22,Reconhecer efeitos de sentido decorrentes do uso ou função da pontuação e de outras notações.,H 06 (D025_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),ITAPIPOCA
00005,TIANGUA,02,REGIONAL,25,Representar um número em notação científica.,H 02 (D012_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),TIANGUA
00007,CANINDE,02,REGIONAL,41,Utilizar área de figuras bidimensionais na resolução de problema.,H 17 (D186_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00008,BATURITE,02,REGIONAL,67,Inferir informações em textos.,H 10 (D023_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),BATURITE
00003,ACARAU,02,REGIONAL,100,Representar um número em notação científica.,H 02 (D012_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),ACARAU
00007,CANINDE,02,REGIONAL,49,Inferir informações em textos.,H 05 (D023_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),CANINDE
00002,ITAPIPOCA,02,REGIONAL,45,Identificar um sistema de equações do 1º grau que expressa um problema.,H 11 (D121_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00002,ITAPIPOCA,02,REGIONAL,15,Utilizar área de figuras bidimensionais na resolução de problema.,H 21 (D186_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00001,MARACANAU,02,REGIONAL,65,Inferir informações em textos.,H 06 (D023_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),MARACANAU
00001,MARACANAU,02,REGIONAL,42,Inferir informações em textos.,H 10 (D023_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),MARACANAU
00007,CANINDE,02,REGIONAL,64,Reconhecer efeito de humor ou de ironia em um texto.,H 07 (D024_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,ESTADUAL,18621,1º AVALIE.CE 2024,
00002,ITAPIPOCA,02,REGIONAL,49,Utilizar informações apresentadas em tabelas ou gráficos na resolução de problemas.,H 17 (D201_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00005,TIANGUA,02,REGIONAL,57,Utilizar área de figuras bidimensionais na resolução de problema.,H 14 (D186_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00002,ITAPIPOCA,02,REGIONAL,77,Interpretar textos que articulam elementos verbais e não verbais.,H 15 (D057_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),ITAPIPOCA
00004,CAMOCIM,02,REGIONAL,76,Localizar informação explícita.,H 04 (D021_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00001,MARACANAU,02,REGIONAL,38,Distinguir um fato da opinião.,H 07 (D038_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),MARACANAU
00001,MARACANAU,02,REGIONAL,45,Utilizar as relações entre as medidas dos ângulos formados entre uma reta transversal e um feixe de retas paralelas para se obter a medida de um ângulo especificado.,H 13 (D157_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),MARACANAU
00005,TIANGUA,02,REGIONAL,95,Identificar figuras tridimensionais por meio de suas características.,H 05 (D141_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO,PÚBLICA,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),TIANGUA
00003,ACARAU,02,REGIONAL,77,Corresponder figuras tridimensionais às suas planificações.,H 15 (D145_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),ACARAU
00005,TIANGUA,02,REGIONAL,47,Reconhecer recursos estilísticos utilizados na construção de textos.,H 12 (D043_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),TIANGUA
00001,MARACANAU,02,REGIONAL,52,Corresponder números racionais a pontos da reta numérica.,H 02 (D015_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00007,CANINDE,02,REGIONAL,22,Utilizar a relação entre litro e decímetro cúbico ou litro e metro cúbico na resolução de problema.,H 20 (D182_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,ESTADUAL,18621,1º AVALIE.CE 2024,
00004,CAMOCIM,02,REGIONAL,97,Identificar figuras tridimensionais por meio de suas características.,H 05 (D141_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO,PÚBLICA,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),CAMOCIM
00002,ITAPIPOCA,02,REGIONAL,77,Interpretar textos que articulam elementos verbais e não verbais.,H 15 (D057_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,PÚBLICA,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),ITAPIPOCA
00003,ACARAU,02,REGIONAL,49,Utilizar sistema de equações polinomiais de 1º grau na resolução de problema.,H 09 (D087_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),ACARAU
00003,ACARAU,02,REGIONAL,66,Utilizar área de figuras bidimensionais na resolução de problema.,H 12 (D186_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),ACARAU
00003,ACARAU,02,REGIONAL,76,Reconhecer formas de tratar uma informação na comparação de textos que tratam do mesmo tema.,H 02 (D019_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00005,TIANGUA,02,REGIONAL,37,Reconhecer fração como representação associada a diferentes significados.,H 06 (D013_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),TIANGUA
00007,CANINDE,02,REGIONAL,63,"Reconhecer as relações entre partes de um texto, identificando os recursos coesivos que contribuem para a sua continuidade.",H 11 (D037_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),CANINDE
00003,ACARAU,02,REGIONAL,68,Reconhecer formas de tratar uma informação na comparação de textos que tratam do mesmo tema.,H 01 (D019_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,PÚBLICA,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),ACARAU
00005,TIANGUA,02,REGIONAL,51,Classificar quadriláteros por meio de suas propriedades.,H 12 (D144_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00006,SOBRAL,02,REGIONAL,56,Corresponder figuras tridimensionais às suas planificações.,H 10 (D145_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00004,CAMOCIM,02,REGIONAL,53,Inferir o sentido de palavra ou expressão a partir do contexto.,H 05 (D022_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00006,SOBRAL,02,REGIONAL,84,Interpretar textos que articulam elementos verbais e não verbais.,H 15 (D057_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),SOBRAL
00007,CANINDE,02,REGIONAL,34,Reconhecer fração como representação associada a diferentes significados.,H 06 (D013_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),CANINDE
00003,ACARAU,02,REGIONAL,70,"Utilizar conversão entre unidades de medida, na resolução de problema.",H 16 (D181_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),ACARAU
00005,TIANGUA,02,REGIONAL,83,Reconhecer o efeito de sentido decorrente da exploração de recursos morfossintáticos.,H 15 (D054_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),TIANGUA
00008,BATURITE,02,REGIONAL,71,Localizar informação explícita.,H 04 (D021_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00005,TIANGUA,02,REGIONAL,44,Reconhecer efeitos de sentido decorrentes do uso ou função da pontuação e de outras notações.,H 05 (D025_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00008,BATURITE,02,REGIONAL,36,Utilizar sistema de equações polinomiais de 1º grau na resolução de problema.,H 10 (D087_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,PÚBLICA,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),BATURITE
00001,MARACANAU,02,REGIONAL,27,Utilizar medidas de tendência central na resolução de problemas.,H 23 (D207_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00004,CAMOCIM,02,REGIONAL,62,Localizar informação explícita.,H 09 (D021_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),CAMOCIM
00007,CANINDE,02,REGIONAL,28,Utilizar noções de probabilidade na resolução de problema.,H 21 (D203_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00005,TIANGUA,02,REGIONAL,70,Reconhecer os elementos que compõem uma narrativa e o conflito gerador.,H 08 (D030_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),TIANGUA
00006,SOBRAL,02,REGIONAL,53,Calcular o valor numérico de uma expressão algébrica.,H 10 (D120_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,ESTADUAL,18621,1º AVALIE.CE 2024,
00004,CAMOCIM,02,REGIONAL,69,Reconhecer características do sistema de numeração decimal.,H 04 (D009_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),CAMOCIM
00002,ITAPIPOCA,02,REGIONAL,23,Utilizar o princípio multiplicativo de contagem na resolução de problema.,H 08 (D047_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00006,SOBRAL,02,REGIONAL,47,"Utilizar conversão entre unidades de medida, na resolução de problema.",H 13 (D181_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00006,SOBRAL,02,REGIONAL,58,Utilizar área de figuras bidimensionais na resolução de problema.,H 17 (D186_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,ESTADUAL,18621,1º AVALIE.CE 2024,
00002,ITAPIPOCA,02,REGIONAL,32,Identificar um sistema de equações do 1º grau que expressa um problema.,H 13 (D121_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),ITAPIPOCA
00006,SOBRAL,02,REGIONAL,45,"Utilizar conversão entre unidades de medida, na resolução de problema.",H 16 (D181_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00007,CANINDE,02,REGIONAL,54,Utilizar informações apresentadas em tabelas ou gráficos na resolução de problemas.,H 20 (D201_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,ESTADUAL,18621,1º AVALIE.CE 2024,
00008,BATURITE,02,REGIONAL,59,Resolver problema utilizando a escrita decimal de cédulas e moedas do sistema monetário brasileiro.,H 09 (D043_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),BATURITE
00006,SOBRAL,02,REGIONAL,43,Utilizar relações métricas de um triângulo retângulo na resolução de problema.,H 10 (D088_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,PÚBLICA,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),SOBRAL
00001,MARACANAU,02,REGIONAL,63,Identificar composições ou decomposições de números naturais.,H 02 (D010_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00008,BATURITE,02,REGIONAL,-,Identificar marcas linguísticas em um texto.,H 13 (D044_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),BATURITE
00002,ITAPIPOCA,02,REGIONAL,60,Identificar figuras tridimensionais por meio de suas características.,H 04 (D141_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO,ESTADUAL,18621,1º AVALIE.CE 2024,
00004,CAMOCIM,02,REGIONAL,61,Utilizar noções de probabilidade na resolução de problema.,H 21 (D203_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),CAMOCIM
00006,SOBRAL,02,REGIONAL,69,Identificar marcas linguísticas em um texto.,H 13 (D044_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),SOBRAL
00006,SOBRAL,02,REGIONAL,47,Utilizar equação polinomial de 2º grau na resolução de problema.,H 04 (D020_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),SOBRAL
00001,MARACANAU,02,REGIONAL,78,Reconhecer o efeito de sentido decorrente da escolha de uma determinada palavra ou expressão.,H 15 (D053_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00005,TIANGUA,02,REGIONAL,93,"Reconhecer as relações entre partes de um texto, identificando os recursos coesivos que contribuem para a sua continuidade.",H 11 (D037_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,ESTADUAL,18621,1º AVALIE.CE 2024,
00006,SOBRAL,02,REGIONAL,88,Corresponder figuras tridimensionais às suas planificações.,H 10 (D145_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),SOBRAL
00005,TIANGUA,02,REGIONAL,39,Comparar e ordenar números inteiros.,H 01 (D004_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00002,ITAPIPOCA,02,REGIONAL,40,Utilizar porcentagem na resolução de problemas.,H 04 (D045_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00002,ITAPIPOCA,02,REGIONAL,33,Corresponder números racionais na representação decimal à sua escrita por extenso.,H 03 (D007_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),ITAPIPOCA
00008,BATURITE,02,REGIONAL,52,Reconhecer o efeito de sentido decorrente da exploração de recursos morfossintáticos.,H 16 (D054_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00006,SOBRAL,02,REGIONAL,59,Identificar composições ou decomposições de números naturais.,H 03 (D010_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00008,BATURITE,02,REGIONAL,75,Interpretar textos que articulam elementos verbais e não verbais.,H 15 (D057_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,PÚBLICA,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),BATURITE
00002,ITAPIPOCA,02,REGIONAL,48,Localizar informação explícita.,H 03 (D021_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 4º ANO,ESTADUAL,18621,1º AVALIE.CE 2024,
00002,ITAPIPOCA,02,REGIONAL,41,Identificar marcas linguísticas em um texto.,H 11 (D044_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00007,CANINDE,02,REGIONAL,37,Utilizar proporcionalidade entre duas grandezas na resolução de problema.,H 07 (D075_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00002,ITAPIPOCA,02,REGIONAL,70,Identificar a localização ou a movimentação de pessoas ou objetos em uma representação plana do espaço.,H 06 (D150_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),ITAPIPOCA
00002,ITAPIPOCA,02,REGIONAL,22,Utilizar volume/capacidade de paralelepípedos na resolução de problema.,H 19 (D189_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),ITAPIPOCA
00001,MARACANAU,02,REGIONAL,79,Localizar informação explícita.,H 04 (D021_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00007,CANINDE,02,REGIONAL,58,"Utilizar números naturais, envolvendo diferentes significados das operações de multiplicação e divisão, na resolução de problemas.",H 11 (D032_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),CANINDE
00005,TIANGUA,02,REGIONAL,62,Identificar a localização ou a movimentação de pessoas ou objetos em uma representação plana do espaço.,H 16 (D150_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00007,CANINDE,02,REGIONAL,49,Reconhecer formas de tratar uma informação na comparação de textos que tratam do mesmo tema.,H 03 (D019_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00001,MARACANAU,02,REGIONAL,46,Classificar quadriláteros por meio de suas propriedades.,H 12 (D144_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00007,CANINDE,02,REGIONAL,39,Utilizar porcentagem na resolução de problemas.,H 04 (D045_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00002,ITAPIPOCA,02,REGIONAL,54,Associar informações apresentadas em listas e/ou tabelas simples aos gráficos que as representam e vice-versa.,H 23 (D217_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 9º ANO,PÚBLICA,18621,1º AVALIE.CE 2024,
00008,BATURITE,02,REGIONAL,33,Reconhecer fração como representação associada a diferentes significados.,H 06 (D013_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),BATURITE
00002,ITAPIPOCA,02,REGIONAL,30,Corresponder figuras tridimensionais às suas planificações.,H 10 (D145_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,ESTADUAL,18621,1º AVALIE.CE 2024,
00008,BATURITE,02,REGIONAL,71,Identificar a localização ou a movimentação de pessoas ou objetos em uma representação plana do espaço.,H 11 (D150_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00006,SOBRAL,02,REGIONAL,75,Identificar marcas linguísticas em um texto.,H 14 (D044_P),LP,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),SOBRAL
00003,ACARAU,02,REGIONAL,100,Utilizar proporcionalidade entre duas grandezas na resolução de problema.,H 08 (D075_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 8º ANO,ESTADUAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),ACARAU
00004,CAMOCIM,02,REGIONAL,73,Identificar informações a partir de dados dispostos em tabelas ou gráficos.,H 16 (D200_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,MUNICIPAL,18621,1º AVALIE.CE 2024,
00008,BATURITE,02,REGIONAL,72,Identificar a localização ou a movimentação de pessoas ou objetos em uma representação plana do espaço.,H 16 (D150_M),MT,ENSINO FUNDAMENTAL DE 9 ANOS - 5º ANO,MUNICIPAL,18771,2ª AVALIE.CE 2024 (AVALIAÇÃO IMPRESSA),BATURITE
